ID_KEL	Nama_provinsi	nama_kota	nama_kecamatan	nama_kelurahan	POSITIF	Dirawat	Sembuh	Meninggal	Self Isolation	Keterangan																						
3172061002	DKI JAKARTA	JAKARTA UTARA	KELAPA GADING	PEGANGSAAN DUA	7583	5	7410	74	94																							
3172011004	DKI JAKARTA	JAKARTA UTARA	PENJARINGAN	PEJAGALAN	9132	6	8978	88	60																							
3174041006	DKI JAKARTA	JAKARTA SELATAN	PASAR MINGGU	PEJATEN BARAT	5377	11	5242	63	61																							
3174041005	DKI JAKARTA	JAKARTA SELATAN	PASAR MINGGU	PEJATEN TIMUR	5614	1	5488	97	28																							
3175051005	DKI JAKARTA	JAKARTA TIMUR	PASAR REBO	PEKAYON	4302	0	4231	51	20																							
3173041009	DKI JAKARTA	JAKARTA BARAT	TAMBORA	PEKOJAN	2751	2	2700	38	11																							
3174031003	DKI JAKARTA	JAKARTA SELATAN	MAMPANG PRAPATAN	PELA MAMPANG	6010	5	5889	71	45																							
3174081005	DKI JAKARTA	JAKARTA SELATAN	PANCORAN	PENGADEGAN	3266	2	3202	41	21																							
3175061003	DKI JAKARTA	JAKARTA TIMUR	CAKUNG	PENGGILINGAN	7705	1	7556	119	29																							
3172011001	DKI JAKARTA	JAKARTA UTARA	PENJARINGAN	PENJARINGAN	6830	3	6725	76	26																							
3174101001	DKI JAKARTA	JAKARTA SELATAN	PESANGGRAHAN	PESANGGRAHAN	3498	2	3433	40	23																							
3171071004	DKI JAKARTA	JAKARTA PUSAT	TANAH ABANG	PETAMBURAN	3216	0	3155	59	2																							
3174071008	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	PETOGOGAN	1673	1	1642	20	10																							
3171011004	DKI JAKARTA	JAKARTA PUSAT	GAMBIR	PETOJO SELATAN	2438	3	2395	27	13																							
3171011003	DKI JAKARTA	JAKARTA PUSAT	GAMBIR	PETOJO UTARA	2159	2	2108	33	16																							
3174101004	DKI JAKARTA	JAKARTA SELATAN	PESANGGRAHAN	PETUKANGAN SELATAN	4150	1	4079	40	30																							
3174101003	DKI JAKARTA	JAKARTA SELATAN	PESANGGRAHAN	PETUKANGAN UTARA	5682	3	5589	53	37																							
3175081002	DKI JAKARTA	JAKARTA TIMUR	MAKASAR	PINANG RANTI	3294	0	3228	47	19																							
3173031008	DKI JAKARTA	JAKARTA BARAT	TAMAN SARI	PINANGSIA	1214	1	1191	15	7																							
3175011001	DKI JAKARTA	JAKARTA TIMUR	MATRAMAN	PISANGAN BARU	3597	0	3539	53	5																							
3175021002	DKI JAKARTA	JAKARTA TIMUR	PULO GADUNG	PISANGAN TIMUR	4893	1	4817	54	21																							
3172011005	DKI JAKARTA	JAKARTA UTARA	PENJARINGAN	PLUIT	7597	6	7423	52	116																							
3175071002	DKI JAKARTA	JAKARTA TIMUR	DUREN SAWIT	PONDOK BAMBU	8370	2	8193	121	54																							
3175071004	DKI JAKARTA	JAKARTA TIMUR	DUREN SAWIT	PONDOK KELAPA	8601	6	8374	118	103																							
3175071007	DKI JAKARTA	JAKARTA TIMUR	DUREN SAWIT	PONDOK KOPI	3605	0	3525	69	11																							
3174061003	DKI JAKARTA	JAKARTA SELATAN	CILANDAK	PONDOK LABU	5944	3	5820	72	49																							
3174051002	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN LAMA	PONDOK PINANG	8020	8	7786	86	140																							
3175101003	DKI JAKARTA	JAKARTA TIMUR	CIPAYUNG	PONDOK RANGGON	3553	0	3526	19	8																							
PROSES UPDATE DATA	PROSES UPDATE DATA	PROSES UPDATE DATA	PROSES UPDATE DATA	PROSES UPDATE DATA	89634	44	88203	937	450																							
3101011003	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU UTARA	PULAU HARAPAN	101	0	98	3	0																							
3101011002	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU UTARA	PULAU KELAPA	212	0	211	1	0																							
3101011001	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU UTARA	PULAU PANGGANG	431	0	429	2	0																							
3101021003	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU SELATAN	PULAU PARI	263	0	261	2	0																							
3101021002	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU SELATAN	PULAU TIDUNG	337	0	331	6	0																							
3101021001	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU SELATAN	PULAU UNTUNG JAWA	148	0	146	2	0																							
3174071007	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	PULO	1237	3	1195	13	26																							
3175021001	DKI JAKARTA	JAKARTA TIMUR	PULO GADUNG	PULO GADUNG	4089	2	3999	53	35																							
3175061005	DKI JAKARTA	JAKARTA TIMUR	CAKUNG	PULO GEBANG	7241	1	7109	114	17																							
3174041004	DKI JAKARTA	JAKARTA SELATAN	PASAR MINGGU	RAGUNAN	5352	2	5246	83	21																							
3175091005	DKI JAKARTA	JAKARTA TIMUR	CIRACAS	RAMBUTAN	4146	3	4077	57	9																							
3172031006	DKI JAKARTA	JAKARTA UTARA	KOJA	RAWA BADAK SELATAN	3378	1	3330	44	3																							
3172031004	DKI JAKARTA	JAKARTA UTARA	KOJA	RAWA BADAK UTARA	3010	0	2956	44	10																							
3174071005	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	RAWA BARAT	967	3	943	9	12																							
3173011003	DKI JAKARTA	JAKARTA BARAT	CENGKARENG	RAWA BUAYA	5362	0	5270	71	21																							
3175031004	DKI JAKARTA	JAKARTA TIMUR	JATINEGARA	RAWA BUNGA	1978	1	1946	23	8																							
3174081003	DKI JAKARTA	JAKARTA SELATAN	PANCORAN	RAWA JATI	4017	3	3945	33	36																							
3175061002	DKI JAKARTA	JAKARTA TIMUR	CAKUNG	RAWA TERATE	1414	1	1392	21	0																							
3175021005	DKI JAKARTA	JAKARTA TIMUR	PULO GADUNG	RAWAMANGUN	5489	4	5379	84	22																							
3171051003	DKI JAKARTA	JAKARTA PUSAT	CEMPAKA PUTIH	RAWASARI	4703	1	4641	41	20																							
3173041010	DKI JAKARTA	JAKARTA BARAT	TAMBORA	ROA MALAKA	459	0	446	8	5																							
3172041006	DKI JAKARTA	JAKARTA UTARA	CILINCING	ROROTAN	3200	0	3154	44	2																							
3174071004	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	SELONG	673	1	655	6	11																							
