ID_KEL	Nama_provinsi	nama_kota	nama_kecamatan	nama_kelurahan	POSITIF	Dirawat	Sembuh	Meninggal	Self Isolation	Keterangan
3174091003	DKI JAKARTA	JAKARTA SELATAN	JAGAKARSA	CIGANJUR	5252	13	4944	57	238	
3175051003	DKI JAKARTA	JAKARTA TIMUR	PASAR REBO	CIJANTUNG	4999	18	4642	88	251	
3171061003	DKI JAKARTA	JAKARTA PUSAT	MENTENG	CIKINI	1071	10	999	16	46	
3174081006	DKI JAKARTA	JAKARTA SELATAN	PANCORAN	CIKOKO	1705	13	1590	15	87	
3174061001	DKI JAKARTA	JAKARTA SELATAN	CILANDAK	CILANDAK BARAT	7725	45	7217	75	388	
3174041003	DKI JAKARTA	JAKARTA SELATAN	PASAR MINGGU	CILANDAK TIMUR	3798	28	3599	32	139	
3175101002	DKI JAKARTA	JAKARTA TIMUR	CIPAYUNG	CILANGKAP	4040	14	3851	37	138	
3175041006	DKI JAKARTA	JAKARTA TIMUR	KRAMAT JATI	CILILITAN	4577	19	4306	73	179	
3172041001	DKI JAKARTA	JAKARTA UTARA	CILINCING	CILINCING	3307	12	3134	58	103	
3175101001	DKI JAKARTA	JAKARTA TIMUR	CIPAYUNG	CIPAYUNG	4648	20	4368	40	220	
3174091006	DKI JAKARTA	JAKARTA SELATAN	JAGAKARSA	CIPEDAK	4459	14	4182	55	208	
3174061005	DKI JAKARTA	JAKARTA SELATAN	CILANDAK	CIPETE SELATAN	3464	16	3261	49	138	
3174071010	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	CIPETE UTARA	3802	12	3598	54	138	
3175021003	DKI JAKARTA	JAKARTA TIMUR	PULO GADUNG	CIPINANG	4941	14	4647	82	198	
3175031007	DKI JAKARTA	JAKARTA TIMUR	JATINEGARA	CIPINANG BESAR SELATAN	3577	7	3374	46	150	
3175031008	DKI JAKARTA	JAKARTA TIMUR	JATINEGARA	CIPINANG BESAR UTARA	3652	8	3478	60	106	
3175031005	DKI JAKARTA	JAKARTA TIMUR	JATINEGARA	CIPINANG CEMPEDAK	3725	28	3454	59	184	
3175081005	DKI JAKARTA	JAKARTA TIMUR	MAKASAR	CIPINANG MELAYU	4823	19	4463	71	270	
3175031006	DKI JAKARTA	JAKARTA TIMUR	JATINEGARA	CIPINANG MUARA	6672	31	6188	120	333	
3174051003	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN LAMA	CIPULIR	3684	14	3476	56	138	
3175091001	DKI JAKARTA	JAKARTA TIMUR	CIRACAS	CIRACAS	7436	25	7028	120	263	
3175041003	DKI JAKARTA	JAKARTA TIMUR	KRAMAT JATI	DUKUH	2807	10	2653	42	102	
3175071001	DKI JAKARTA	JAKARTA TIMUR	DUREN SAWIT	DUREN SAWIT	7981	36	7264	115	566	
3174081004	DKI JAKARTA	JAKARTA SELATAN	PANCORAN	DUREN TIGA	3565	18	3329	39	179	
3173051005	DKI JAKARTA	JAKARTA BARAT	KEBON JERUK	DURI KEPA	6846	71	6323	81	371	
3173011002	DKI JAKARTA	JAKARTA BARAT	CENGKARENG	DURI KOSAMBI	6583	51	6199	84	249	
3171011006	DKI JAKARTA	JAKARTA PUSAT	GAMBIR	DURI PULO	2076	16	1982	32	46	
3173041011	DKI JAKARTA	JAKARTA BARAT	TAMBORA	DURI SELATAN	1318	5	1258	22	33	
3173041003	DKI JAKARTA	JAKARTA BARAT	TAMBORA	DURI UTARA	1923	6	1840	26	51	
3171081003	DKI JAKARTA	JAKARTA PUSAT	JOHAR BARU	GALUR	1533	4	1465	23	41	
3171011001	DKI JAKARTA	JAKARTA PUSAT	GAMBIR	GAMBIR	1549	9	1492	13	35	
3174061004	DKI JAKARTA	JAKARTA SELATAN	CILANDAK	GANDARIA SELATAN	2817	20	2633	35	129	
3174071009	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	GANDARIA UTARA	4796	16	4540	58	182	
3175051001	DKI JAKARTA	JAKARTA TIMUR	PASAR REBO	GEDONG	4354	24	4061	65	204	
3171071001	DKI JAKARTA	JAKARTA PUSAT	TANAH ABANG	GELORA	726	1	702	7	16	
3173031007	DKI JAKARTA	JAKARTA BARAT	TAMAN SARI	GLODOK	1213	13	1134	21	45	
3171061004	DKI JAKARTA	JAKARTA PUSAT	MENTENG	GONDANGDIA	1053	11	972	8	62	
3173021001	DKI JAKARTA	JAKARTA BARAT	GROGOL PETAMBURAN	GROGOL	3263	28	3088	44	103	
3174051005	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN LAMA	GROGOL SELATAN	4366	29	4086	53	198	
3174051004	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN LAMA	GROGOL UTARA	4373	26	4124	63	160	
3174021007	DKI JAKARTA	JAKARTA SELATAN	SETIA BUDI	GUNTUR	625	5	574	7	39	
3174071002	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	GUNUNG	2911	14	2781	27	89	
