ID_KEL	Nama_provinsi	nama_kota	nama_kecamatan	nama_kelurahan	POSITIF	Dirawat	Sembuh	Meninggal	Self Isolation	Keterangan																						
PROSES UPDATE DATA	PROSES UPDATE DATA	PROSES UPDATE DATA	PROSES UPDATE DATA	PROSES UPDATE DATA	88428	23	87396	934	75																							
3101011003	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU UTARA	PULAU HARAPAN	101	0	98	3	0																							
3101011002	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU UTARA	PULAU KELAPA	212	0	211	1	0																							
3101011001	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU UTARA	PULAU PANGGANG	429	0	427	2	0																							
3101021003	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU SELATAN	PULAU PARI	263	0	261	2	0																							
3101021002	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU SELATAN	PULAU TIDUNG	337	0	331	6	0																							
3101021001	DKI JAKARTA	KAB.ADM.KEP.SERIBU	KEP. SERIBU SELATAN	PULAU UNTUNG JAWA	148	0	146	2	0																							
3174071007	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	PULO	1192	1	1174	13	4																							
3175021001	DKI JAKARTA	JAKARTA TIMUR	PULO GADUNG	PULO GADUNG	4036	2	3978	53	3																							
3175061005	DKI JAKARTA	JAKARTA TIMUR	CAKUNG	PULO GEBANG	7201	3	7076	114	8																							
3174041004	DKI JAKARTA	JAKARTA SELATAN	PASAR MINGGU	RAGUNAN	5298	2	5212	83	1																							
3175091005	DKI JAKARTA	JAKARTA TIMUR	CIRACAS	RAMBUTAN	4129	1	4071	57	0																							
3172031006	DKI JAKARTA	JAKARTA UTARA	KOJA	RAWA BADAK SELATAN	3372	0	3328	44	0																							
3172031004	DKI JAKARTA	JAKARTA UTARA	KOJA	RAWA BADAK UTARA	2995	0	2951	44	0																							
3174071005	DKI JAKARTA	JAKARTA SELATAN	KEBAYORAN BARU	RAWA BARAT	932	1	919	9	3																							
3173011003	DKI JAKARTA	JAKARTA BARAT	CENGKARENG	RAWA BUAYA	5314	0	5240	71	3																							
3175031004	DKI JAKARTA	JAKARTA TIMUR	JATINEGARA	RAWA BUNGA	1965	0	1941	23	1																							
3174081003	DKI JAKARTA	JAKARTA SELATAN	PANCORAN	RAWA JATI	3947	1	3912	33	1																							
3175061002	DKI JAKARTA	JAKARTA TIMUR	CAKUNG	RAWA TERATE	1411	0	1388	21	2																							
3175021005	DKI JAKARTA	JAKARTA TIMUR	PULO GADUNG	RAWAMANGUN	5441	0	5357	84	0																							
3171051003	DKI JAKARTA	JAKARTA PUSAT	CEMPAKA PUTIH	RAWASARI	4675	1	4631	40	3																							
3173041010	DKI JAKARTA	JAKARTA BARAT	TAMBORA	ROA MALAKA	453	0	445	8	0																							
3172041006	DKI JAKARTA	JAKARTA UTARA	CILINCING	ROROTAN	3194	1	3148	44	1																							
